from,to
73039f8c1eb9409cb4caee2cf968001e,4280927ec4d643238aa49c32f9e06c6c
4280927ec4d643238aa49c32f9e06c6c,fc44e6a5f7654430af1227838224dceb
fc44e6a5f7654430af1227838224dceb,08111f75e22d409998cf8b85bd431f0a
08111f75e22d409998cf8b85bd431f0a,a9ae0a3c070d455bb4369a8996313336
a9ae0a3c070d455bb4369a8996313336,71cec822bcff4f30a20e75dc63ef7b65
71cec822bcff4f30a20e75dc63ef7b65,37319e88176d4aefa91d7a9980dbae91
37319e88176d4aefa91d7a9980dbae91,62bff51286ef4f348717a3cf6fe2318f
62bff51286ef4f348717a3cf6fe2318f,b1cd0e7dc3ad4a8eb91a4bfdbeb025b0
b1cd0e7dc3ad4a8eb91a4bfdbeb025b0,62bff51286ef4f348717a3cf6fe2318f
62bff51286ef4f348717a3cf6fe2318f,e20db35ced8544ddac5bc3839145e463
e20db35ced8544ddac5bc3839145e463,779f9ddd1fd14d1e9e69f72219a1fdbd
779f9ddd1fd14d1e9e69f72219a1fdbd,ae26e6cda8ad4a3f81bd347560d9579f
ae26e6cda8ad4a3f81bd347560d9579f,ee48df95832b4374aa273ceb27ec1315
ee48df95832b4374aa273ceb27ec1315,7a439da90b394756ad1777fc4c6dead5
7a439da90b394756ad1777fc4c6dead5,779f9ddd1fd14d1e9e69f72219a1fdbd
779f9ddd1fd14d1e9e69f72219a1fdbd,a8dd5213034441ac92724b4e83eb0bb2
a8dd5213034441ac92724b4e83eb0bb2,8115eab6556b45f5b415c3b8c26a12e5
8115eab6556b45f5b415c3b8c26a12e5,ec34b06efd844b46a4c4818ecdb9b8f4
ec34b06efd844b46a4c4818ecdb9b8f4,c2e1c2b9eac64109b343a088584b576b
c2e1c2b9eac64109b343a088584b576b,579338175e0b4bbb8ef3b712b5d8b54e
579338175e0b4bbb8ef3b712b5d8b54e,8bc5795d6a984a3eace4e2811e52dd4f
8bc5795d6a984a3eace4e2811e52dd4f,b416d47c56a742199b5d7c7f19d6503a
b416d47c56a742199b5d7c7f19d6503a,cd4532ad48034873ba8bce2aac0c9808
cd4532ad48034873ba8bce2aac0c9808,779f9ddd1fd14d1e9e69f72219a1fdbd
779f9ddd1fd14d1e9e69f72219a1fdbd,df1de691dafe4549a18a4398ee9dfaf9
df1de691dafe4549a18a4398ee9dfaf9,6c5ad271a44743479bfaea29b1db8d02
6c5ad271a44743479bfaea29b1db8d02,83d311bed5374fee83d8d67a7d9d82dc
83d311bed5374fee83d8d67a7d9d82dc,402bba41861d43acb52a5abb89e8831e
402bba41861d43acb52a5abb89e8831e,df1de691dafe4549a18a4398ee9dfaf9
df1de691dafe4549a18a4398ee9dfaf9,8aae34f5ddbb4052a709b12e6b0d40fa
8aae34f5ddbb4052a709b12e6b0d40fa,645b3f0249f64f76af2e19eb4d0e55b7
645b3f0249f64f76af2e19eb4d0e55b7,7e7b8db5064d4369805ab370aac5ddfb
7e7b8db5064d4369805ab370aac5ddfb,8956d210ae7f41968fada86d4c979d6a
8956d210ae7f41968fada86d4c979d6a,f902b0f41b544d4dbf79664fd233648d
f902b0f41b544d4dbf79664fd233648d,ae781e8b775e4ccd93bc800dad5c8376
ae781e8b775e4ccd93bc800dad5c8376,06882a8492d9499aa31555567f575ecb
06882a8492d9499aa31555567f575ecb,f293c508f409466a8f27ddd7d1e40b20
f293c508f409466a8f27ddd7d1e40b20,cc4ddef5bbbe48ebb605141b347c4ed1
cc4ddef5bbbe48ebb605141b347c4ed1,d313cec988a84645bee413e8d4724a4b
d313cec988a84645bee413e8d4724a4b,f03480cf4eba413194d7af52fc0e7f28
f03480cf4eba413194d7af52fc0e7f28,d313cec988a84645bee413e8d4724a4b
d313cec988a84645bee413e8d4724a4b,dc60696c76a74368a60f72246e47700d
dc60696c76a74368a60f72246e47700d,78adeee1fa2c4fe0bc73f7bca9fcee86
78adeee1fa2c4fe0bc73f7bca9fcee86,df1de691dafe4549a18a4398ee9dfaf9
df1de691dafe4549a18a4398ee9dfaf9,65202579580f4ad38d734b4ee39d22a8
65202579580f4ad38d734b4ee39d22a8,78adeee1fa2c4fe0bc73f7bca9fcee86
78adeee1fa2c4fe0bc73f7bca9fcee86,65202579580f4ad38d734b4ee39d22a8
65202579580f4ad38d734b4ee39d22a8,78adeee1fa2c4fe0bc73f7bca9fcee86
78adeee1fa2c4fe0bc73f7bca9fcee86,3cbcea2be0984e7dbd5a48195af10ce7
3cbcea2be0984e7dbd5a48195af10ce7,82e6285962b8400d9d6fc32436022a94
82e6285962b8400d9d6fc32436022a94,3cbcea2be0984e7dbd5a48195af10ce7
3cbcea2be0984e7dbd5a48195af10ce7,a9ac840f098c4bd0a2ee896214ce29cd
a9ac840f098c4bd0a2ee896214ce29cd,0c7262dff33c4087bc660ccf40f92f9c
0c7262dff33c4087bc660ccf40f92f9c,b2275c3fad834f8d90737a2d9a6927d6
b2275c3fad834f8d90737a2d9a6927d6,eb515a26030b41f8a82a1e6114420bad
eb515a26030b41f8a82a1e6114420bad,b42cc17b7de840f181a704558d0bc845
b42cc17b7de840f181a704558d0bc845,0c7262dff33c4087bc660ccf40f92f9c
0c7262dff33c4087bc660ccf40f92f9c,b42cc17b7de840f181a704558d0bc845
b42cc17b7de840f181a704558d0bc845,801f9e9135034f49bf5f8b4bdefedb41
801f9e9135034f49bf5f8b4bdefedb41,362fcb0699a14845ab29b2340093e528
362fcb0699a14845ab29b2340093e528,ea38cc0e6e6e41edbabf210220808bf9
ea38cc0e6e6e41edbabf210220808bf9,b87c552dd247427abe6ab5795b9c9d43
b87c552dd247427abe6ab5795b9c9d43,ea38cc0e6e6e41edbabf210220808bf9
ea38cc0e6e6e41edbabf210220808bf9,b87c552dd247427abe6ab5795b9c9d43
b87c552dd247427abe6ab5795b9c9d43,139b097acfca451689d80c9c6eebdf7b
139b097acfca451689d80c9c6eebdf7b,30f660a1feb34582a739722532524f79
30f660a1feb34582a739722532524f79,2024b4885bd14338a39b7b509acbbd02
2024b4885bd14338a39b7b509acbbd02,c3f63fe50d8e487c86bf8ef76c9cadd3
c3f63fe50d8e487c86bf8ef76c9cadd3,0c7262dff33c4087bc660ccf40f92f9c
0c7262dff33c4087bc660ccf40f92f9c,c8e371568a0c4391b25796ae4e91952e
c8e371568a0c4391b25796ae4e91952e,7d932b23e1c84326ae5aa4d3c0d813d1
7d932b23e1c84326ae5aa4d3c0d813d1,c8e371568a0c4391b25796ae4e91952e
c8e371568a0c4391b25796ae4e91952e,ab11d94c6c8948ea90b88f19d2cd502b
ab11d94c6c8948ea90b88f19d2cd502b,f992451ed6ad4e68bb9e68ad6be7c4be
f992451ed6ad4e68bb9e68ad6be7c4be,07b44a7a51e94c78b411c753fc39dab0
07b44a7a51e94c78b411c753fc39dab0,6cd2dcaac46847d4a0bc53f296d90375
6cd2dcaac46847d4a0bc53f296d90375,2d2580c9411c4972909db508d6956a58
2d2580c9411c4972909db508d6956a58,5bddb3d9ed264f3984702f048c7e5340
5bddb3d9ed264f3984702f048c7e5340,d5e8e2bd12a2466b9d6d90855f0eb079
d5e8e2bd12a2466b9d6d90855f0eb079,017d7ca8e0394b91aaadc9574df2202c
017d7ca8e0394b91aaadc9574df2202c,54e8e9f0ea3e45c4bf3b8ac799ee31b1
54e8e9f0ea3e45c4bf3b8ac799ee31b1,c614a00911be4877a075f19315530fb0
c614a00911be4877a075f19315530fb0,a6c21bd8b95249c7972820a7a7d76aff
a6c21bd8b95249c7972820a7a7d76aff,bb329d880ab54120adaf203a693bb203
bb329d880ab54120adaf203a693bb203,f9170dd6bc6442b4acd832747609b09a
f9170dd6bc6442b4acd832747609b09a,334c2344009840079b1d0e1b7ce3d5a7
334c2344009840079b1d0e1b7ce3d5a7,c8e371568a0c4391b25796ae4e91952e
c8e371568a0c4391b25796ae4e91952e,d7f13c8d63ec4e2aa673fbb9cf9c6933
d7f13c8d63ec4e2aa673fbb9cf9c6933,b9e80f77c3a44349863b19875725c384
b9e80f77c3a44349863b19875725c384,7108f0e4c2584f1f9c471689ae4c885c
7108f0e4c2584f1f9c471689ae4c885c,b9e80f77c3a44349863b19875725c384
b9e80f77c3a44349863b19875725c384,7108f0e4c2584f1f9c471689ae4c885c
7108f0e4c2584f1f9c471689ae4c885c,d7f13c8d63ec4e2aa673fbb9cf9c6933
d7f13c8d63ec4e2aa673fbb9cf9c6933,09400e101c5d4b439cf9a26b03aae558
09400e101c5d4b439cf9a26b03aae558,a88efa7e50ce47159810ab553afa6d3a
a88efa7e50ce47159810ab553afa6d3a,a875096404ef4a9984b62d74cda916f9
a875096404ef4a9984b62d74cda916f9,be502a7a43c44bf7b682698de79d9369
be502a7a43c44bf7b682698de79d9369,f7fb1952f56b4189b86a9f8b7862d2b8
f7fb1952f56b4189b86a9f8b7862d2b8,b860ee85d8bc4a2f97958cfb71be3533
b860ee85d8bc4a2f97958cfb71be3533,ec341f459285443b8361f7f15638ff08
ec341f459285443b8361f7f15638ff08,363837c182e04711840d896ae1e0339c
363837c182e04711840d896ae1e0339c,01b2051f8941460d89945e3b02d1ce78
01b2051f8941460d89945e3b02d1ce78,91125ca626c5470eb145501f8c37f8db
91125ca626c5470eb145501f8c37f8db,d7f13c8d63ec4e2aa673fbb9cf9c6933
d7f13c8d63ec4e2aa673fbb9cf9c6933,1c6721b1f63f4d30ba7746ea8af02a52
1c6721b1f63f4d30ba7746ea8af02a52,77ecef8eff6b4a2caea7707669bf7475
77ecef8eff6b4a2caea7707669bf7475,1c6721b1f63f4d30ba7746ea8af02a52
1c6721b1f63f4d30ba7746ea8af02a52,d03cb855c70044cf8c35d9ec0de696e3
d03cb855c70044cf8c35d9ec0de696e3,8b9ae98743bd4d4a8a87dff1c1244211
8b9ae98743bd4d4a8a87dff1c1244211,d03cb855c70044cf8c35d9ec0de696e3
d03cb855c70044cf8c35d9ec0de696e3,a49a937d6896486d9a5396654abcf2e1
a49a937d6896486d9a5396654abcf2e1,8b9ae98743bd4d4a8a87dff1c1244211
8b9ae98743bd4d4a8a87dff1c1244211,f7906d6f59b9489a91d2ef40db5a474d
f7906d6f59b9489a91d2ef40db5a474d,2ab1535aac1346ba8801535bf729ef37
2ab1535aac1346ba8801535bf729ef37,a4f40fb48a8542c8949bae1f002cd9bc
a4f40fb48a8542c8949bae1f002cd9bc,8972c23e32044edb8a78fa1eed4e5947
8972c23e32044edb8a78fa1eed4e5947,92feb4a40f8344d38b6f722e42a53295
92feb4a40f8344d38b6f722e42a53295,5152833676bf4c6cb317060be10f68db
5152833676bf4c6cb317060be10f68db,ca3e28f290354c08aefe5b0f769604e6
ca3e28f290354c08aefe5b0f769604e6,79a35eea833e4c2c9d22fc53c3c6445c
79a35eea833e4c2c9d22fc53c3c6445c,8f68228b1518449e9615cdafee41a2bd
8f68228b1518449e9615cdafee41a2bd,cab89fa5c3ed45a5aa550fc0352d6a42
cab89fa5c3ed45a5aa550fc0352d6a42,66d4fad4f1cf4b46be0750a99ad7a35a
66d4fad4f1cf4b46be0750a99ad7a35a,0b04c8e2f86d48c7aeb7e225819cd32b
0b04c8e2f86d48c7aeb7e225819cd32b,f53da5fd9bfe412da4b80d4742563b6c
f53da5fd9bfe412da4b80d4742563b6c,2ae94c0cea4d480a9d5dca8fb1d7b542
2ae94c0cea4d480a9d5dca8fb1d7b542,1c6721b1f63f4d30ba7746ea8af02a52
1c6721b1f63f4d30ba7746ea8af02a52,1ebf23f9d994469a85206e4c7b1bf5f5
1ebf23f9d994469a85206e4c7b1bf5f5,85ae675b83e8422da842cfd25596af99
85ae675b83e8422da842cfd25596af99,2ae94c0cea4d480a9d5dca8fb1d7b542
2ae94c0cea4d480a9d5dca8fb1d7b542,30c9ba177afc49a695625d2bdec40207
30c9ba177afc49a695625d2bdec40207,6e83e23f56544a19b94067c1c558d9c0
6e83e23f56544a19b94067c1c558d9c0,00f61990949545828dd12f1303d47504
00f61990949545828dd12f1303d47504,ead7bb4b64e247d2ae632ab8a296b091
ead7bb4b64e247d2ae632ab8a296b091,41b0048dde734bb280bac6116baa8e27
41b0048dde734bb280bac6116baa8e27,b41c5a094a604ee0915327da5cc0beb7
b41c5a094a604ee0915327da5cc0beb7,d546341988904f069cfa86b21457d9d9
d546341988904f069cfa86b21457d9d9,28c171777c52431ab6b925073bd63d46
28c171777c52431ab6b925073bd63d46,ac160db940cb49ae8579162b1d52bb5d
ac160db940cb49ae8579162b1d52bb5d,d989ebcfc12a4b669f0100dc1aa14f1e
d989ebcfc12a4b669f0100dc1aa14f1e,c6fd49b485cc4874b0bbdd9c6171e09c
c6fd49b485cc4874b0bbdd9c6171e09c,44240778a97c4af0937817499b75707b
44240778a97c4af0937817499b75707b,7aa76d3e993840d8805f097cbdbcd44b
7aa76d3e993840d8805f097cbdbcd44b,865a4d3b43374da7944dc7d397f566d9
865a4d3b43374da7944dc7d397f566d9,2ae94c0cea4d480a9d5dca8fb1d7b542
2ae94c0cea4d480a9d5dca8fb1d7b542,0d987bed3ffa4ed0b9a2e62e97b7b30f
0d987bed3ffa4ed0b9a2e62e97b7b30f,82ae07bc0c9b4570a41799290d1ef399
82ae07bc0c9b4570a41799290d1ef399,bb5a47f5ea01454a8b79455422d3b9da
bb5a47f5ea01454a8b79455422d3b9da,0d987bed3ffa4ed0b9a2e62e97b7b30f
0d987bed3ffa4ed0b9a2e62e97b7b30f,94cecc3f1e7d484b8e068e79241dfd73
94cecc3f1e7d484b8e068e79241dfd73,a37477c4e4c14169ad44b06b493007f6
a37477c4e4c14169ad44b06b493007f6,94cecc3f1e7d484b8e068e79241dfd73
94cecc3f1e7d484b8e068e79241dfd73,fab84b4fab5940efb4ea868ef8d09396
fab84b4fab5940efb4ea868ef8d09396,4a29443515bb404cb8924e1c60a63b73
4a29443515bb404cb8924e1c60a63b73,208c9b2796c944db8dacaa96082520ea
208c9b2796c944db8dacaa96082520ea,4a29443515bb404cb8924e1c60a63b73
4a29443515bb404cb8924e1c60a63b73,7669a956527947d0add87455277e80b4
7669a956527947d0add87455277e80b4,6a9a3b5bde4a48daa896fe8c06eca56f
6a9a3b5bde4a48daa896fe8c06eca56f,869e967078f04da18dd0b0b9389a7424
869e967078f04da18dd0b0b9389a7424,51ab6291537748fab90d519aa09889d6
51ab6291537748fab90d519aa09889d6,34a6e49023fc4465bd5ca604330bbd1c
34a6e49023fc4465bd5ca604330bbd1c,21592f2a9e9c4b2f8c66ec5dbcbf6a2b
21592f2a9e9c4b2f8c66ec5dbcbf6a2b,ba0e59461bfb4a44b7b1c28a01f8d3b3
ba0e59461bfb4a44b7b1c28a01f8d3b3,0e0b36e731a645e7b1b8a88f5031ca38
0e0b36e731a645e7b1b8a88f5031ca38,a66a144637284c21afc6de17fea4bfb8
a66a144637284c21afc6de17fea4bfb8,7646a919d7e64fa990bca9b024ff089d
7646a919d7e64fa990bca9b024ff089d,e390b575229748ea8aac9364efe2bf00
e390b575229748ea8aac9364efe2bf00,3434c10e561d488a914e0f7d71907abd
3434c10e561d488a914e0f7d71907abd,4a29443515bb404cb8924e1c60a63b73
4a29443515bb404cb8924e1c60a63b73,53e7e900392747ccad52e711ab0f80d8
53e7e900392747ccad52e711ab0f80d8,3434c10e561d488a914e0f7d71907abd
3434c10e561d488a914e0f7d71907abd,130acc2aeb0448fdbb2de63bc5cebe5b
130acc2aeb0448fdbb2de63bc5cebe5b,9c062b3251034ebe90f5054e2a3b5120
9c062b3251034ebe90f5054e2a3b5120,ea859f8207e44537889daeaba13ac2e8
ea859f8207e44537889daeaba13ac2e8,56d94971a7a94257aa330183a8ebd0ea
56d94971a7a94257aa330183a8ebd0ea,141c0df6cd1946539aadd1c9b7068cd4
141c0df6cd1946539aadd1c9b7068cd4,13255e63e0aa4abf85e5211bf613d43e
13255e63e0aa4abf85e5211bf613d43e,0c787d16c9504873b1a4d903cec09948
0c787d16c9504873b1a4d903cec09948,86c27d40179e419c8e9d150fb6afa5d0
86c27d40179e419c8e9d150fb6afa5d0,8d7e0b55cf9849cda222a0f2440cec55
8d7e0b55cf9849cda222a0f2440cec55,24f1363179ad4aaa965484a78471912b
24f1363179ad4aaa965484a78471912b,47edbb64109243e6b0f8f64cdef90c6c
47edbb64109243e6b0f8f64cdef90c6c,24f1363179ad4aaa965484a78471912b
24f1363179ad4aaa965484a78471912b,3628bdce1dd2429ba924d2d4d09448d2
3628bdce1dd2429ba924d2d4d09448d2,56b3fd1a212a4764be39d979fde3326e
56b3fd1a212a4764be39d979fde3326e,0c4079457ede49e3aeb5e86ed84bdf35
0c4079457ede49e3aeb5e86ed84bdf35,3434c10e561d488a914e0f7d71907abd
3434c10e561d488a914e0f7d71907abd,38aea304b4fa46e1b29bb72f5cea4c93
38aea304b4fa46e1b29bb72f5cea4c93,e36d261332f14e79bb4b467aceaeb9b5
e36d261332f14e79bb4b467aceaeb9b5,c7e89b9d04744d2eab742fc24e3ef1ae
c7e89b9d04744d2eab742fc24e3ef1ae,fe49f8054b374a0ea4bb266ed135ff62
fe49f8054b374a0ea4bb266ed135ff62,d0a8f74af98642fe8360d22c42e45117
d0a8f74af98642fe8360d22c42e45117,0c4079457ede49e3aeb5e86ed84bdf35
0c4079457ede49e3aeb5e86ed84bdf35,a7c6339ca1da4368a18d471f0519f877
a7c6339ca1da4368a18d471f0519f877,b8b9418ab322418d9db9b40d96af873a
b8b9418ab322418d9db9b40d96af873a,bbc5139ca9024389a94db3a6f47dcff6
bbc5139ca9024389a94db3a6f47dcff6,4ee6ca9019ab4a1ab323f98094a9bd77
4ee6ca9019ab4a1ab323f98094a9bd77,b37947176785476f8b29d49a851366dc
b37947176785476f8b29d49a851366dc,fcea5b10d5a14a3b9324ffece8f6e1e5
fcea5b10d5a14a3b9324ffece8f6e1e5,c2490bc612d146edbe786556fab3651b
c2490bc612d146edbe786556fab3651b,6ac8bb048b854999a47edb35fe627f11
6ac8bb048b854999a47edb35fe627f11,0c4079457ede49e3aeb5e86ed84bdf35
0c4079457ede49e3aeb5e86ed84bdf35,30ead9794d4847abaf222ca966cc8630
30ead9794d4847abaf222ca966cc8630,09b9678ddc3d452ea4a3d46e15826065
09b9678ddc3d452ea4a3d46e15826065,897b7f51242c44aab2205c72fdcbf4cd
897b7f51242c44aab2205c72fdcbf4cd,c20993c944444fe085345591a8bd837e
c20993c944444fe085345591a8bd837e,eff0de7f2dbb42dfa1a2e686efab5b6d
eff0de7f2dbb42dfa1a2e686efab5b6d,c20993c944444fe085345591a8bd837e
c20993c944444fe085345591a8bd837e,897b7f51242c44aab2205c72fdcbf4cd
897b7f51242c44aab2205c72fdcbf4cd,09b9678ddc3d452ea4a3d46e15826065
09b9678ddc3d452ea4a3d46e15826065,eff0de7f2dbb42dfa1a2e686efab5b6d
eff0de7f2dbb42dfa1a2e686efab5b6d,30ead9794d4847abaf222ca966cc8630
30ead9794d4847abaf222ca966cc8630,2fe14166dc9642c3bc666b86a57f943d
2fe14166dc9642c3bc666b86a57f943d,44421dd1e13a47a388c4a19834b744c7
44421dd1e13a47a388c4a19834b744c7,cb5fc7ef85d547c4be1a7439d0bf6052
cb5fc7ef85d547c4be1a7439d0bf6052,0a8f150a4cf747acbde62f4721823da3
0a8f150a4cf747acbde62f4721823da3,ab8fdad974ae471f9f24c3f9dd04462e
