id,mod_hex_id,courseID,mod_type,name,markdown,order,childOrder,treelevel,chpModPar,seqModPar,vrtModPar,parent,modparent_childlevel
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@9546e9f7f20c4bf2b09c7c839fd67571,9546e9f7f20c4bf2b09c7c839fd67571,MITxPRO+AMxB+1T2018,vertical,Pre-Assessment Completion Confirmation,NA,11,2,3,3237e864a8b44a14b443a0f0a2067c83,a43d4c2220e245c5bb6ef4649f6813e5,9546e9f7f20c4bf2b09c7c839fd67571,a43d4c2220e245c5bb6ef4649f6813e5,a43d4c2220e245c5bb6ef4649f6813e5/2
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@9b9fc7fd30954d7d9ad7d8f8e1cc11d8,9b9fc7fd30954d7d9ad7d8f8e1cc11d8,MITxPRO+AMxB+1T2018,problem,Confirmation,">>By checking the box below, you confirm that you completed the Pre-Assessment survey on the previous page. After you have submitted your confirmation, please click the NEXT button to proceed to the course.<<

[x] Yes, I completed the Pre-Assessment survey

",12,1,4,3237e864a8b44a14b443a0f0a2067c83,a43d4c2220e245c5bb6ef4649f6813e5,9546e9f7f20c4bf2b09c7c839fd67571,9546e9f7f20c4bf2b09c7c839fd67571,9546e9f7f20c4bf2b09c7c839fd67571/1
block-v1:MITxPRO+AMxB+1T2018+type@chapter+block@3e2b8f40ac004d56a2e85e503e0e635b,3e2b8f40ac004d56a2e85e503e0e635b,MITxPRO+AMxB+1T2018,chapter,Get Started (25 min),NA,13,3,1,3e2b8f40ac004d56a2e85e503e0e635b,NA,NA,course,course/3
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@b4100fe285a442a2ba6de2e94b28642b,b4100fe285a442a2ba6de2e94b28642b,MITxPRO+AMxB+1T2018,sequential,Welcome (1 min),NA,14,1,2,3e2b8f40ac004d56a2e85e503e0e635b,b4100fe285a442a2ba6de2e94b28642b,NA,3e2b8f40ac004d56a2e85e503e0e635b,3e2b8f40ac004d56a2e85e503e0e635b/1
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@6fddc8e62a094b818e30327c45ebf7f3,6fddc8e62a094b818e30327c45ebf7f3,MITxPRO+AMxB+1T2018,vertical,Welcome,NA,15,1,3,3e2b8f40ac004d56a2e85e503e0e635b,b4100fe285a442a2ba6de2e94b28642b,6fddc8e62a094b818e30327c45ebf7f3,b4100fe285a442a2ba6de2e94b28642b,b4100fe285a442a2ba6de2e94b28642b/1
block-v1:MITxPRO+AMxB+1T2018+type@html+block@04d85100616943f8a3d2b084f403ba5f,04d85100616943f8a3d2b084f403ba5f,MITxPRO+AMxB+1T2018,html,NA,NA,16,1,4,3e2b8f40ac004d56a2e85e503e0e635b,b4100fe285a442a2ba6de2e94b28642b,6fddc8e62a094b818e30327c45ebf7f3,6fddc8e62a094b818e30327c45ebf7f3,6fddc8e62a094b818e30327c45ebf7f3/1
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@86f2c3ccbdbd4c6fae404600dd5b1c31,86f2c3ccbdbd4c6fae404600dd5b1c31,MITxPRO+AMxB+1T2018,sequential,Course Schedule (3 min),NA,17,2,2,3e2b8f40ac004d56a2e85e503e0e635b,86f2c3ccbdbd4c6fae404600dd5b1c31,NA,3e2b8f40ac004d56a2e85e503e0e635b,3e2b8f40ac004d56a2e85e503e0e635b/2
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@ed96e148091f4ac580863d0666cddbf0,ed96e148091f4ac580863d0666cddbf0,MITxPRO+AMxB+1T2018,vertical,Schedule,NA,18,1,3,3e2b8f40ac004d56a2e85e503e0e635b,86f2c3ccbdbd4c6fae404600dd5b1c31,ed96e148091f4ac580863d0666cddbf0,86f2c3ccbdbd4c6fae404600dd5b1c31,86f2c3ccbdbd4c6fae404600dd5b1c31/1
block-v1:MITxPRO+AMxB+1T2018+type@html+block@d538c2a9c6004cc3b62a2514ff7d24f5,d538c2a9c6004cc3b62a2514ff7d24f5,MITxPRO+AMxB+1T2018,html,NA,NA,19,1,4,3e2b8f40ac004d56a2e85e503e0e635b,86f2c3ccbdbd4c6fae404600dd5b1c31,ed96e148091f4ac580863d0666cddbf0,ed96e148091f4ac580863d0666cddbf0,ed96e148091f4ac580863d0666cddbf0/1
block-v1:MITxPRO+AMxB+1T2018+type@html+block@8f607acba97e43d5b0426a4cccc4e61f,8f607acba97e43d5b0426a4cccc4e61f,MITxPRO+AMxB+1T2018,html,NA,NA,20,2,4,3e2b8f40ac004d56a2e85e503e0e635b,86f2c3ccbdbd4c6fae404600dd5b1c31,ed96e148091f4ac580863d0666cddbf0,ed96e148091f4ac580863d0666cddbf0,ed96e148091f4ac580863d0666cddbf0/2
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@83e51ce161474919a8f63ddbb2279e31,83e51ce161474919a8f63ddbb2279e31,MITxPRO+AMxB+1T2018,sequential,Discussion Forum (5 min),NA,21,3,2,3e2b8f40ac004d56a2e85e503e0e635b,83e51ce161474919a8f63ddbb2279e31,NA,3e2b8f40ac004d56a2e85e503e0e635b,3e2b8f40ac004d56a2e85e503e0e635b/3
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@7bb0affec39749ccb472843fe6357924,7bb0affec39749ccb472843fe6357924,MITxPRO+AMxB+1T2018,vertical,Discussion Forum,NA,22,1,3,3e2b8f40ac004d56a2e85e503e0e635b,83e51ce161474919a8f63ddbb2279e31,7bb0affec39749ccb472843fe6357924,83e51ce161474919a8f63ddbb2279e31,83e51ce161474919a8f63ddbb2279e31/1
block-v1:MITxPRO+AMxB+1T2018+type@html+block@ea676035d8d84252b7c2c117a74dfe5d,ea676035d8d84252b7c2c117a74dfe5d,MITxPRO+AMxB+1T2018,html,NA,NA,23,1,4,3e2b8f40ac004d56a2e85e503e0e635b,83e51ce161474919a8f63ddbb2279e31,7bb0affec39749ccb472843fe6357924,7bb0affec39749ccb472843fe6357924,7bb0affec39749ccb472843fe6357924/1
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@2271ffc71d94477db9f0744f60958889,2271ffc71d94477db9f0744f60958889,MITxPRO+AMxB+1T2018,vertical,Discussion Etiquette,NA,24,2,3,3e2b8f40ac004d56a2e85e503e0e635b,83e51ce161474919a8f63ddbb2279e31,2271ffc71d94477db9f0744f60958889,83e51ce161474919a8f63ddbb2279e31,83e51ce161474919a8f63ddbb2279e31/2
block-v1:MITxPRO+AMxB+1T2018+type@html+block@fdccb644786547c5893474584cdfd58b,fdccb644786547c5893474584cdfd58b,MITxPRO+AMxB+1T2018,html,NA,NA,25,1,4,3e2b8f40ac004d56a2e85e503e0e635b,83e51ce161474919a8f63ddbb2279e31,2271ffc71d94477db9f0744f60958889,2271ffc71d94477db9f0744f60958889,2271ffc71d94477db9f0744f60958889/1
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@bb160d0fff2641898a874eff3944d2b9,bb160d0fff2641898a874eff3944d2b9,MITxPRO+AMxB+1T2018,sequential,Who's in the Course (2 min),NA,26,4,2,3e2b8f40ac004d56a2e85e503e0e635b,bb160d0fff2641898a874eff3944d2b9,NA,3e2b8f40ac004d56a2e85e503e0e635b,3e2b8f40ac004d56a2e85e503e0e635b/4
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@93d36cf573ee4b598d03a9f10bf836c6,93d36cf573ee4b598d03a9f10bf836c6,MITxPRO+AMxB+1T2018,vertical,Tell Us About Yourself,NA,27,1,3,3e2b8f40ac004d56a2e85e503e0e635b,bb160d0fff2641898a874eff3944d2b9,93d36cf573ee4b598d03a9f10bf836c6,bb160d0fff2641898a874eff3944d2b9,bb160d0fff2641898a874eff3944d2b9/1
block-v1:MITxPRO+AMxB+1T2018+type@html+block@53e13f644d1f4c73ba7f5bfd8020e71f,53e13f644d1f4c73ba7f5bfd8020e71f,MITxPRO+AMxB+1T2018,html,IFrame Tool,NA,28,1,4,3e2b8f40ac004d56a2e85e503e0e635b,bb160d0fff2641898a874eff3944d2b9,93d36cf573ee4b598d03a9f10bf836c6,93d36cf573ee4b598d03a9f10bf836c6,93d36cf573ee4b598d03a9f10bf836c6/1
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@3c6dc4f66afe4ccfa9f314023a14e19e,3c6dc4f66afe4ccfa9f314023a14e19e,MITxPRO+AMxB+1T2018,sequential,Who's Teaching This Course (5 min),NA,29,5,2,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,NA,3e2b8f40ac004d56a2e85e503e0e635b,3e2b8f40ac004d56a2e85e503e0e635b/5
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338,MITxPRO+AMxB+1T2018,vertical,MIT Instructors,NA,30,1,3,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,5971e0f6c82d46b5bad210776c113338,3c6dc4f66afe4ccfa9f314023a14e19e,3c6dc4f66afe4ccfa9f314023a14e19e/1
block-v1:MITxPRO+AMxB+1T2018+type@html+block@2f6febb9f2514c06827aa6a4bfe1e69d,2f6febb9f2514c06827aa6a4bfe1e69d,MITxPRO+AMxB+1T2018,html,NA,NA,31,1,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338/1
block-v1:MITxPRO+AMxB+1T2018+type@html+block@44acee2074d5456593cfdab9b680dcab,44acee2074d5456593cfdab9b680dcab,MITxPRO+AMxB+1T2018,html,Text,NA,32,2,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338/2
block-v1:MITxPRO+AMxB+1T2018+type@html+block@7e3aba021b714e3180b14422eaf7cacb,7e3aba021b714e3180b14422eaf7cacb,MITxPRO+AMxB+1T2018,html,Text,NA,33,3,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338/3
block-v1:MITxPRO+AMxB+1T2018+type@html+block@f17dc8f749c043d78ae4dfe383e55009,f17dc8f749c043d78ae4dfe383e55009,MITxPRO+AMxB+1T2018,html,Text,NA,34,4,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338/4
block-v1:MITxPRO+AMxB+1T2018+type@html+block@a0077e8aad874abba1a1ec5c20ca947b,a0077e8aad874abba1a1ec5c20ca947b,MITxPRO+AMxB+1T2018,html,Text,NA,35,5,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338/5
block-v1:MITxPRO+AMxB+1T2018+type@html+block@7bb3394632054742b3fff216a77b015e,7bb3394632054742b3fff216a77b015e,MITxPRO+AMxB+1T2018,html,Text,NA,36,6,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338/6
block-v1:MITxPRO+AMxB+1T2018+type@html+block@08823b78df0e4a3eb4c35cb2b838dee3,08823b78df0e4a3eb4c35cb2b838dee3,MITxPRO+AMxB+1T2018,html,Text,NA,37,7,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338/7
block-v1:MITxPRO+AMxB+1T2018+type@html+block@c3c0f88fff1f4523b144a41a6c2dbcd6,c3c0f88fff1f4523b144a41a6c2dbcd6,MITxPRO+AMxB+1T2018,html,Text,NA,38,8,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338/8
block-v1:MITxPRO+AMxB+1T2018+type@html+block@3cce707300cc4bb99e13edcd32209318,3cce707300cc4bb99e13edcd32209318,MITxPRO+AMxB+1T2018,html,Text,NA,39,9,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338/9
block-v1:MITxPRO+AMxB+1T2018+type@html+block@089719b517f043f5b39636578e7ee001,089719b517f043f5b39636578e7ee001,MITxPRO+AMxB+1T2018,html,NA,NA,40,10,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338,5971e0f6c82d46b5bad210776c113338/10
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@cdcf4502ddb3437dbf708e1c4abdedd9,cdcf4502ddb3437dbf708e1c4abdedd9,MITxPRO+AMxB+1T2018,vertical,MIT Course Assistants,NA,41,2,3,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,cdcf4502ddb3437dbf708e1c4abdedd9,3c6dc4f66afe4ccfa9f314023a14e19e,3c6dc4f66afe4ccfa9f314023a14e19e/2
block-v1:MITxPRO+AMxB+1T2018+type@html+block@a67e937f9f1941a9bb6052316e2f2fc4,a67e937f9f1941a9bb6052316e2f2fc4,MITxPRO+AMxB+1T2018,html,Text,NA,42,1,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,cdcf4502ddb3437dbf708e1c4abdedd9,cdcf4502ddb3437dbf708e1c4abdedd9,cdcf4502ddb3437dbf708e1c4abdedd9/1
block-v1:MITxPRO+AMxB+1T2018+type@html+block@2349ef7ca9ce436caad6190a30656821,2349ef7ca9ce436caad6190a30656821,MITxPRO+AMxB+1T2018,html,NA,NA,43,2,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,cdcf4502ddb3437dbf708e1c4abdedd9,cdcf4502ddb3437dbf708e1c4abdedd9,cdcf4502ddb3437dbf708e1c4abdedd9/2
block-v1:MITxPRO+AMxB+1T2018+type@html+block@5e49b3b1846c46a188f097e6520c706a,5e49b3b1846c46a188f097e6520c706a,MITxPRO+AMxB+1T2018,html,Text,NA,44,3,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,cdcf4502ddb3437dbf708e1c4abdedd9,cdcf4502ddb3437dbf708e1c4abdedd9,cdcf4502ddb3437dbf708e1c4abdedd9/3
block-v1:MITxPRO+AMxB+1T2018+type@html+block@2a112bc1a1e048129e8e68e170e39248,2a112bc1a1e048129e8e68e170e39248,MITxPRO+AMxB+1T2018,html,Text,NA,45,4,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,cdcf4502ddb3437dbf708e1c4abdedd9,cdcf4502ddb3437dbf708e1c4abdedd9,cdcf4502ddb3437dbf708e1c4abdedd9/4
block-v1:MITxPRO+AMxB+1T2018+type@html+block@7c052992ccd9437b9b017f4a234bb68c,7c052992ccd9437b9b017f4a234bb68c,MITxPRO+AMxB+1T2018,html,Text,NA,46,5,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,cdcf4502ddb3437dbf708e1c4abdedd9,cdcf4502ddb3437dbf708e1c4abdedd9,cdcf4502ddb3437dbf708e1c4abdedd9/5
block-v1:MITxPRO+AMxB+1T2018+type@html+block@3bb9151bb02b44c1ab2befefde55671a,3bb9151bb02b44c1ab2befefde55671a,MITxPRO+AMxB+1T2018,html,Text,NA,47,6,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,cdcf4502ddb3437dbf708e1c4abdedd9,cdcf4502ddb3437dbf708e1c4abdedd9,cdcf4502ddb3437dbf708e1c4abdedd9/6
block-v1:MITxPRO+AMxB+1T2018+type@html+block@918870b390684763bcf0b9c3378c6996,918870b390684763bcf0b9c3378c6996,MITxPRO+AMxB+1T2018,html,Text,NA,48,7,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,cdcf4502ddb3437dbf708e1c4abdedd9,cdcf4502ddb3437dbf708e1c4abdedd9,cdcf4502ddb3437dbf708e1c4abdedd9/7
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@20aa687cf89e41ebb555ff6377cc62d5,20aa687cf89e41ebb555ff6377cc62d5,MITxPRO+AMxB+1T2018,vertical,Boeing Course Assistants,NA,49,3,3,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,20aa687cf89e41ebb555ff6377cc62d5,3c6dc4f66afe4ccfa9f314023a14e19e,3c6dc4f66afe4ccfa9f314023a14e19e/3
block-v1:MITxPRO+AMxB+1T2018+type@html+block@e42dc56d1f8d46ef902e3d38a93e0324,e42dc56d1f8d46ef902e3d38a93e0324,MITxPRO+AMxB+1T2018,html,NA,NA,50,1,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,20aa687cf89e41ebb555ff6377cc62d5,20aa687cf89e41ebb555ff6377cc62d5,20aa687cf89e41ebb555ff6377cc62d5/1
block-v1:MITxPRO+AMxB+1T2018+type@html+block@63ef1fedf15b403ca346c0f4fdc8f5f0,63ef1fedf15b403ca346c0f4fdc8f5f0,MITxPRO+AMxB+1T2018,html,NA,NA,51,2,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,20aa687cf89e41ebb555ff6377cc62d5,20aa687cf89e41ebb555ff6377cc62d5,20aa687cf89e41ebb555ff6377cc62d5/2
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de,MITxPRO+AMxB+1T2018,vertical,MIT Content Development Team,NA,52,4,3,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,7489413b97bd423492b2ee13560b31de,3c6dc4f66afe4ccfa9f314023a14e19e,3c6dc4f66afe4ccfa9f314023a14e19e/4
block-v1:MITxPRO+AMxB+1T2018+type@html+block@2e1dcff64f8741438099a3b28ba6c42d,2e1dcff64f8741438099a3b28ba6c42d,MITxPRO+AMxB+1T2018,html,Text,NA,53,1,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de/1
block-v1:MITxPRO+AMxB+1T2018+type@html+block@c140d98e51f54581a920893152b0f146,c140d98e51f54581a920893152b0f146,MITxPRO+AMxB+1T2018,html,Text,NA,54,2,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de/2
block-v1:MITxPRO+AMxB+1T2018+type@html+block@25021407d2a44c0fa46f4da39b61fe4f,25021407d2a44c0fa46f4da39b61fe4f,MITxPRO+AMxB+1T2018,html,Text,NA,55,3,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de/3
block-v1:MITxPRO+AMxB+1T2018+type@html+block@b2b776cf636d43d6aa8a52e423152e95,b2b776cf636d43d6aa8a52e423152e95,MITxPRO+AMxB+1T2018,html,Text,NA,56,4,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de/4
block-v1:MITxPRO+AMxB+1T2018+type@html+block@e1ff89042b1e4cadb4f35e7242eaa6fb,e1ff89042b1e4cadb4f35e7242eaa6fb,MITxPRO+AMxB+1T2018,html,Text,NA,57,5,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de/5
block-v1:MITxPRO+AMxB+1T2018+type@html+block@d2dbdeb207154c9ea7d8352623a66120,d2dbdeb207154c9ea7d8352623a66120,MITxPRO+AMxB+1T2018,html,Text,NA,58,6,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de/6
block-v1:MITxPRO+AMxB+1T2018+type@html+block@31c64d65a2a64134a5c3d04a58fea33d,31c64d65a2a64134a5c3d04a58fea33d,MITxPRO+AMxB+1T2018,html,Text,NA,59,7,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de/7
block-v1:MITxPRO+AMxB+1T2018+type@html+block@15f09ebf2d5a45c092b05b8bd0cd7eca,15f09ebf2d5a45c092b05b8bd0cd7eca,MITxPRO+AMxB+1T2018,html,Text,NA,60,8,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de/8
block-v1:MITxPRO+AMxB+1T2018+type@html+block@8357d3333918468189fd75d0c4a4efea,8357d3333918468189fd75d0c4a4efea,MITxPRO+AMxB+1T2018,html,Text,NA,61,9,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de/9
block-v1:MITxPRO+AMxB+1T2018+type@html+block@2c1571ccf4ea48f190dede924d64978a,2c1571ccf4ea48f190dede924d64978a,MITxPRO+AMxB+1T2018,html,Text,NA,62,10,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de/10
block-v1:MITxPRO+AMxB+1T2018+type@html+block@1b1d901e57774ed4aac7ad952c9bb03d,1b1d901e57774ed4aac7ad952c9bb03d,MITxPRO+AMxB+1T2018,html,Text,NA,63,11,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de/11
block-v1:MITxPRO+AMxB+1T2018+type@html+block@1a49b1a14dc74ea4a854a58957a1ff70,1a49b1a14dc74ea4a854a58957a1ff70,MITxPRO+AMxB+1T2018,html,Text,NA,64,12,4,3e2b8f40ac004d56a2e85e503e0e635b,3c6dc4f66afe4ccfa9f314023a14e19e,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de,7489413b97bd423492b2ee13560b31de/12
